,Time,Data,tire id,lib ver,sensor ver,receiver ver,pressure,z-axis,x-axis,volt (V),temp (°C),frame id,crc,rssi,period(ms)
702,10-30 11:03:52:401,"[KUMHO110087A91B39246B0002010E00FBAF53B6D36A00A5]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46803,0,-91,10145
703,10-30 11:03:53:502,"[KUMHO110087A92031246B000100E100FBAF5372D66A00A8]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29398,0,-88,10241
704,10-30 11:03:54:174,"[KUMHO110087A90C04246B000100F800FDAF52333B6A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.854,-0.172,2.97,27,13115,0,-87,10129
705,10-30 11:03:54:366,"[KUMHO110087A90C87246B000100E400FCB05339316A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.211,2.98,28,14641,0,-87,10097
706,10-30 11:03:54:557,"[KUMHO110087A91C14246B000100E500FCAF521F736A00A0]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8051,0,-96,10065
707,10-30 11:03:56:011,"[KUMHO110087A90D98246B0001010D00FD9F521BDE6A00A4]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7134,0,-92,10114
708,10-30 11:03:57:561,"[KUMHO110087A90C9E246B000200E300FCB05308CE6A00A1]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,28,2254,0,-95,10273
709,10-30 11:03:57:737,"[KUMHO110087A90CCF246B000200E100FBAB51A7DC6A00AC]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,26,42972,0,-84,10081
710,10-30 11:03:57:913,"[KUMHO110087A91CB2246B0002011B0100B04F1E5D6A00A8]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.055,2.98,24,7773,0,-88,10225
711,10-30 11:04:00:085,"[KUMHO110087A90C9C246B000200E500FBB05349BF6A00A3]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18879,0,-93,10064
712,10-30 11:04:01:875,"[KUMHO110087A91543246B000100E900FBB052BFE86A009C]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49128,0,-100,10336
713,10-30 11:04:02:322,"[KUMHO110087290402246A000000E000BBAB0000E46A019F]
",87290402,24,1.0.6,1.0.6,0.1,-3.686,-2.746,2.93,-55,228,1,-97,0
714,10-30 11:04:02:546,"[KUMHO110087A91B39246B0002010D00FBAF53B6D46A00A3]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28,46804,0,-93,10145
715,10-30 11:04:03:728,"[KUMHO110087A92031246B000100E100FBAF5372D76A00AB]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29399,0,-85,10225
716,10-30 11:04:04:304,"[KUMHO110087A90C04246B000100F700FCB052333C6A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.211,2.98,27,13116,0,-87,10129
717,10-30 11:04:04:463,"[KUMHO110087A90C87246B000100E400FDB05339326A00AB]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14642,0,-85,10097
718,10-30 11:04:04:607,"[KUMHO110087A91C14246B000100E500FCAF521F746A009F]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8052,0,-97,10049
719,10-30 11:04:06:125,"[KUMHO110087A90D98246B0001010E00FC9F521BDF6A00A4]
",87A90D98,24,1.0.7,1.0.6,0,1.742,-0.211,2.81,27,7135,0,-92,10113
720,10-30 11:04:07:833,"[KUMHO110087A90CCF246B000200E100512350840C6A01A5]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-6.88,1.57,25,33804,1,-91,10096
721,10-30 11:04:08:122,"[KUMHO110087A91CB2246B0002011B0101B04F1E5E6A00A7]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.016,2.98,24,7774,0,-89,10209
722,10-30 11:04:10:135,"[KUMHO110087A90C9C246B000200E500FBB05349C06A00A4]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18880,0,-92,10050
723,10-30 11:04:12:212,"[KUMHO110087A91543246B000100E900FBB052BFE96A009D]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49129,0,-99,10336
724,10-30 11:04:12:355,"[KUMHO110087A90D9A246B0001010B00FCB0531F266A00A0]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,28,7974,0,-96,20050
725,10-30 11:04:12:548,"[KUMHO110087A90C83246B000100E000FAAF5210FE6A0099]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.289,2.97,27,4350,0,-103,20450
726,10-30 11:04:12:692,"[KUMHO110087A91B39246B0002010D00FCAF53B6D56A00A1]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.211,2.97,28,46805,0,-95,10146
727,10-30 11:04:13:969,"[KUMHO110087A92031246B000100E100FBAF5372D86A00AA]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29400,0,-86,10241
728,10-30 11:04:14:433,"[KUMHO110087A90C04246B000100F800FDAF52333D6A00A8]
",87A90C04,24,1.0.7,1.0.6,0,-0.854,-0.172,2.97,27,13117,0,-88,10129
729,10-30 11:04:14:577,"[KUMHO110087A90C87246B000100E400FDB05339336A00AB]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14643,0,-85,10113
730,10-30 11:04:14:673,"[KUMHO110087A91C14246B000100E500FCAF521F756A009D]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8053,0,-99,10066
731,10-30 11:04:16:238,"[KUMHO110087A90D98246B0001010E00FD9F521BE06A00A7]
",87A90D98,24,1.0.7,1.0.6,0,1.742,-0.172,2.81,27,7136,0,-89,10112
732,10-30 11:04:17:915,"[KUMHO110087A90CCF246B000100E100FBAB51A7DE6A00A7]
",87A90CCF,24,1.0.7,1.0.6,0,-3.568,-0.25,2.93,26,42974,0,-89,10081
733,10-30 11:04:18:123,"[KUMHO110087A90C9E246B000200E300FCB05308D06A00A4]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,28,2256,0,-92,20561
734,10-30 11:04:18:347,"[KUMHO110087A91CB2246B0002011C0100B04E1E5F6A00A9]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,23,7775,0,-87,10224
735,10-30 11:04:20:200,"[KUMHO110087A90C9C246B000200E500FBB05349C16A00A3]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18881,0,-93,10065
736,10-30 11:04:22:373,"[KUMHO110087A90D9A246B0001010B00FBB0531F276A009A]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,28,7975,0,-102,10018
737,10-30 11:04:22:564,"[KUMHO110087A91543246B000100E900FBB052BFEA6A009D]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49130,0,-99,10352
738,10-30 11:04:22:773,"[KUMHO110087A90C83246B000100E000FBAF5210FF6A009B]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4351,0,-101,10224
739,10-30 11:04:22:837,"[KUMHO110087A91B39246B0002010D00FBAF53B6D66A0094]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28,46806,0,-108,10144
740,10-30 11:04:24:210,"[KUMHO110087A92031246B000100E100FAAF5372D96A00A9]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.289,2.97,28,29401,0,-87,10241
741,10-30 11:04:24:562,"[KUMHO110087A90C04246B000100F700FDAF52333E6A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.97,27,13118,0,-87,10129
742,10-30 11:04:24:674,"[KUMHO110087A90C87246B000100E400FDB05339346A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14644,0,-87,10097
743,10-30 11:04:24:737,"[KUMHO110087A91C14246B000100E500FDAF521F766A00A2]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.172,2.97,27,8054,0,-94,10064
744,10-30 11:04:26:352,"[KUMHO110087A90D98246B0001010D00FD9F521BE16A00A3]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7137,0,-93,10114
745,10-30 11:04:27:997,"[KUMHO110087A90CCF246B000200E000FBAB51A7DF6A00A6]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.25,2.93,26,42975,0,-90,10082
746,10-30 11:04:28:396,"[KUMHO110087A90C9E246B000200E400FDB05308D16A00A1]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.172,2.98,28,2257,0,-95,10273
747,10-30 11:04:28:556,"[KUMHO110087A91CB2246B0002011B0101B04F1E606A00A9]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.016,2.98,24,7776,0,-87,10209
748,10-30 11:04:30:266,"[KUMHO110087A90C9C246B000200E500FBB05349C26A00A5]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18882,0,-91,10065
749,10-30 11:04:32:391,"[KUMHO110087A90D9A246B0001010B00FBB0521F286A0096]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,27,7976,0,-106,10017
750,10-30 11:04:32:902,"[KUMHO110087A91543246B000100E900FBAF52BFEB6A009C]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.97,27,49131,0,-100,10337
751,10-30 11:04:32:982,"[KUMHO110087A91B39246B0002010D00FBAF53B6D76A009F]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28,46807,0,-97,10145
752,10-30 11:04:33:014,"[KUMHO110087A90C83246B000100E000FBAF5211006A009A]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4352,0,-102,10241
753,10-30 11:04:34:436,"[KUMHO110087A92031246B000100E100FBAF5372DA6A00A9]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29402,0,-87,10225
754,10-30 11:04:34:692,"[KUMHO110087A90C04246B000100F700FEB052333F6A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.133,2.98,27,13119,0,-87,10129
755,10-30 11:04:34:771,"[KUMHO110087A90C87246B000100E400FDB05339356A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14645,0,-87,10097
756,10-30 11:04:36:465,"[KUMHO110087A90D98246B0001010D00FD9F521BE26A00A3]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.172,2.81,27,7138,0,-93,10113
757,10-30 11:04:38:079,"[KUMHO110087A90CCF246B000200E100FCAB51A7E06A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.211,2.93,26,42976,0,-87,10081
758,10-30 11:04:38:670,"[KUMHO110087A90C9E246B000200E400FCB05308D26A00A0]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,2258,0,-96,10273
759,10-30 11:04:38:781,"[KUMHO110087A91CB2246B0002011C0100B04F1E616A00A8]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7777,0,-88,10224
760,10-30 11:04:40:331,"[KUMHO110087A90C9C246B000200E400FBB05349C36A00A5]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.25,2.98,28,18883,0,-91,10064
761,10-30 11:04:42:408,"[KUMHO110087A90D9A246B0001010B00FBB0521F296A009C]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,27,7977,0,-100,10017
762,10-30 11:04:43:111,"[KUMHO110087A91B39246B0002010E00FBAF53B6D86A009B]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46808,0,-101,10128
763,10-30 11:04:44:677,"[KUMHO110087A92031246B000100E100FBAF5372DB6A00A9]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29403,0,-87,10240
764,10-30 11:04:44:820,"[KUMHO110087A90C04246B000100F700FEAF5233406A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.133,2.97,27,13120,0,-87,10128
765,10-30 11:04:44:852,"[KUMHO110087A91C14246B000100E500FCAF521F786A00A2]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8056,0,-94,20114
766,10-30 11:04:44:884,"[KUMHO110087A90C87246B000200E400FCB05339366A00AA]
",87A90C87,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,14646,0,-86,10112
767,10-30 11:04:46:593,"[KUMHO110087A90D98246B0001010D00FC9F521BE36A00A4]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.211,2.81,27,7139,0,-92,10128
768,10-30 11:04:48:160,"[KUMHO110087A90CCF246B000200E100FBAB51A7E16A00AB]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,26,42977,0,-85,10081
769,10-30 11:04:48:943,"[KUMHO110087A90C9E246B000200E400FCB05308D36A009E]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,2259,0,-98,10273
770,10-30 11:04:48:990,"[KUMHO110087A91CB2246B0002011C0100B04F1E626A00A5]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7778,0,-91,10208
771,10-30 11:04:50:395,"[KUMHO110087A90C9C246B000200E500FCB05349C46A00A5]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,28,18884,0,-91,10064
772,10-30 11:04:52:426,"[KUMHO110087A90D9A246B0001010A00FBB0531F2A6A009B]
",87A90D9A,24,1.0.7,1.0.6,0,1.27,-0.25,2.98,28,7978,0,-101,10017
773,10-30 11:04:53:256,"[KUMHO110087A91B39246B0002010D00FCAF53B6D96A009D]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.211,2.97,28,46809,0,-99,10145
774,10-30 11:04:53:464,"[KUMHO110087A90C83246B000100E000FBAF5211026A009D]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4354,0,-99,20450
775,10-30 11:04:53:576,"[KUMHO110087A91543246B000100E900FBB052BFED6A00A0]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49133,0,-96,20673
776,10-30 11:04:54:902,"[KUMHO1100/87A91C14/24/6555/5550/1010/1011/28/7A92/6A/01/A2]
",87A91C14,24,1.0.1,1.4.6,2179.7,2388.41,150.329,1.39,-15,27137,1,-94,10049
777,10-30 11:04:54:949,"[KUMHO110087A90C04246B000100F700FCB05233416A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.211,2.98,27,13121,0,-87,10129
778,10-30 11:04:54:982,"[KUMHO110087A90C87246B000100E400FDB05339376A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.172,2.98,28,14647,0,-87,10097
779,10-30 11:04:56:707,"[KUMHO110087A90D98246B0001010E00FD9F521BE46A00A5]
",87A90D98,24,1.0.7,1.0.6,0,1.742,-0.172,2.81,27,7140,0,-91,10113
780,10-30 11:04:58:257,"[KUMHO110087A90CCF246B000200E000FCAB51A7E26A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.686,-0.211,2.93,26,42978,0,-87,10097
781,10-30 11:04:59:215,"[KUMHO110087A91CB2246B0002011B0101B04F1E636A00A6]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.276,-0.016,2.98,24,7779,0,-90,10224
782,10-30 11:05:00:445,"[KUMHO110087A90C9C246B000200E500FCB05349C56A00A5]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.211,2.98,28,18885,0,-91,10050
783,10-30 11:05:02:458,"[KUMHO110087A90D9A246B0001010B00FBB0521F2B6A009C]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,27,7979,0,-100,10032
784,10-30 11:05:03:401,"[KUMHO110087A91B39246B0002010E00FBAF53B6DA6A009D]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46810,0,-99,10144
785,10-30 11:05:03:689,"[KUMHO110087A90C83246B000100E000FBAF5211036A0097]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4355,0,-105,10224
786,10-30 11:05:03:913,"[KUMHO110087A91543246B000100E900FBB052BFEE6A00A1]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49134,0,-95,10336
787,10-30 11:05:04:967,"[KUMHO110087A91C14246B000100E400FCAF521F7A6A00A1]
",87A91C14,24,1.0.7,1.0.6,0,-3.214,-0.211,2.97,27,8058,0,-95,10065
788,10-30 11:05:05:063,[KUMHO1100/00F700FD/6A],87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,-53,8704,1,-87,10113
789,10-30 11:05:05:158,"[KUMHO110087A92031246B000100E100FBAF5272DD6A00AB]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,27,29405,0,-85,20481
790,10-30 11:05:06:820,"[KUMHO110087A90D98246B0001010E00FD9F521BE56A00A4]
",87A90D98,24,1.0.7,1.0.6,0,1.742,-0.172,2.81,27,7141,0,-92,10113
791,10-30 11:05:08:338,"[KUMHO110087A90CCF246B000200E100FBAB51A7E36A00A8]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,26,42979,0,-88,10080
792,10-30 11:05:09:425,"[KUMHO110087A91CB2246B0002011C0100B04F1E646A00A4]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7780,0,-92,10210
793,10-30 11:05:09:488,"[KUMHO110087A90C9E246B000200E400FCB05308D56A009D]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,2261,0,-99,20545
794,10-30 11:05:10:511,"[KUMHO110087A90C9C246B000200E500FBB05349C66A00A3]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18886,0,-93,10065
795,10-30 11:05:12:477,"[KUMHO110087A90D9A246B0001010B00FBB0531F2C6A009C]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,28,7980,0,-100,10018
796,10-30 11:05:13:546,"[KUMHO110087A91B39246B0002010D00FBAF53B6DB6A00A0]
",87A91B39,24,1.0.7,1.0.6,0.1,1.624,-0.25,2.97,28,46811,0,-96,10145
797,10-30 11:05:13:914,"[KUMHO110087A90C832469000100DF00FBAF5211046A0197]
",87A90C83,24,1.0.5,1.0.6,0,-3.804,-0.25,2.97,27,4356,1,-105,10225
798,10-30 11:05:14:250,"[KUMHO110087A91543246B000100E900FBB052BFEF6A00A0]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49135,0,-96,10337
799,10-30 11:05:15:016,"[KUMHO110087A91C14246B000100E500FDAF521F7B6A00A1]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.172,2.97,27,8059,0,-95,10049
800,10-30 11:05:15:192,[KUMHO1100852104040400000000040030101128006A01AB],85210404,4,-,0,0.1,-29.646,-8.167,1.38,-38,27137,1,-85,0
801,10-30 11:05:15:384,"[KUMHO110087A92031246B000200E100FBAF5372DE6A00AA]
",87A92031,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.97,28,29406,0,-86,10225
802,10-30 11:05:16:933,"[KUMHO110087A90D98246B0001010D00FC9F521BE66A00A7]
",87A90D98,24,1.0.7,1.0.6,0,1.624,-0.211,2.81,27,7142,0,-89,10113
803,10-30 11:05:18:419,"[KUMHO110087A90CCF246B000200E100FBAB51A7E46A00A9]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,26,42980,0,-87,10081
804,10-30 11:05:19:777,"[KUMHO110087A90C9C246A000200E300FCB05308D66A019F]
",87A90C9C,24,1.0.6,1.0.6,0.1,-3.332,-0.211,2.98,28,2262,1,-97,9265
805,10-30 11:05:20:560,"[KUMHO110087A90C9C246B000200E400FBB05349C76A00A7]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.25,2.98,28,18887,0,-89,783
806,10-30 11:05:23:691,"[KUMHO110087A91B39246B0002010E00FBAF53B6DC6A00A5]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46812,0,-91,10144
807,10-30 11:05:24:586,"[KUMHO110087A91543246B000100E900FBB052BFF06A009F]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49136,0,-97,10336
808,10-30 11:05:25:082,"[KUMHO110087A91C14246B000100E400FCAF521F7C6A00A6]
",87A91C14,24,1.0.7,1.0.6,0,-3.214,-0.211,2.97,27,8060,0,-90,10065
809,10-30 11:05:25:289,"[KUMHO110087A90C87246B000100E400FCB053393A6A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.211,2.98,28,14650,0,-87,30307
810,10-30 11:05:25:321,"[KUMHO110087A90C04246B000100F700FDAF5233446A00AA]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.97,27,13124,0,-86,20257
811,10-30 11:05:25:625,"[KUMHO110087A92031246B000100E100FBAF5372DF6A00AC]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.25,2.97,28,29407,0,-84,10240
812,10-30 11:05:27:046,"[KUMHO110087A90D98246B0001010E00FD9F521BE76A00A6]
",87A90D98,24,1.0.7,1.0.6,0,1.742,-0.172,2.81,27,7143,0,-90,10112
813,10-30 11:05:28:516,"[KUMHO110087A90CCF246B000200E100FBAB51A7E56A00A7]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,26,42981,0,-89,10096
814,10-30 11:05:29:858,"[KUMHO110087A91CB2246B0002011C0100B04F1E666A00A0]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7782,0,-96,20433
815,10-30 11:05:30:051,"[KUMHO110087A90C9E246B000200E400FCB05308D76A00A3]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.214,-0.211,2.98,28,2263,0,-93,20562
816,10-30 11:05:30:625,"[KUMHO110087A90C9C246B000200E500FBB05349C86A00A4]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18888,0,-92,10065
817,10-30 11:05:32:526,"[KUMHO110087A90D9A246B0001010B00FCB0521F2E6A00A3]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.211,2.98,27,7982,0,-93,20049
818,10-30 11:05:33:836,"[KUMHO110087A91B39246B0002010E00FBAF53B6DD6A00A3]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46813,0,-93,10144
819,10-30 11:05:34:363,"[KUMHO110087A90C83246B000100E000FBAF5211066A00A5]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4358,0,-91,20449
820,10-30 11:05:34:938,"[KUMHO110087A91543246B000100E900FBAF52BFF16A00A0]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.97,27,49137,0,-96,10351
821,10-30 11:05:35:146,"[KUMHO110087A91C14246B000100E400FCAF521F7D6A00AB]
",87A91C14,24,1.0.7,1.0.6,0,-3.214,-0.211,2.97,27,8061,0,-85,10064
822,10-30 11:05:35:402,"[KUMHO110087A90C87246B000100E400FCB053393B6A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.214,-0.211,2.98,28,14651,0,-87,10113
823,10-30 11:05:35:450,"[KUMHO110087A90C04246B000100F700FDAF5233456A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.97,27,13125,0,-87,10129
824,10-30 11:05:35:865,"[KUMHO110087A92031246B000100E100FAAF5372E06A00AC]
",87A92031,24,1.0.7,1.0.6,0,-3.568,-0.289,2.97,28,29408,0,-84,10240
825,10-30 11:05:37:159,"[KUMHO110087A90D98246B0001010E00FD9F521BE86A00A6]
",87A90D98,24,1.0.7,1.0.6,0,1.742,-0.172,2.81,27,7144,0,-90,10112
826,10-30 11:05:38:597,"[KUMHO110087A90CCF246B000200E100FBAB51A7E66A00A8]
",87A90CCF,24,1.0.7,1.0.6,0.1,-3.568,-0.25,2.93,26,42982,0,-88,10081
827,10-30 11:05:40:083,"[KUMHO110087A91CB2246B0002011C0100B04F1E676A00A1]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7783,0,-95,10224
828,10-30 11:05:40:323,"[KUMHO110087A90C9E246B000200E300FDB05308D86A00A4]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.172,2.98,28,2264,0,-92,10272
829,10-30 11:05:40:690,"[KUMHO110087A90C9C246B000200E400FBB05349C96A00A5]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.214,-0.25,2.98,28,18889,0,-91,10064
830,10-30 11:05:42:543,"[KUMHO110087A90D9A246B0001010B00FBB0531F2F6A00A1]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,28,7983,0,-95,10017
831,10-30 11:05:43:966,"[KUMHO110087A91B39246B0002010E00FBAF53B6DE6A00A4]
",87A91B39,24,1.0.7,1.0.6,0.1,1.742,-0.25,2.97,28,46814,0,-92,10129
832,10-30 11:05:44:604,"[KUMHO110087A90C83246B000100E000FBAF5211076A00A6]
",87A90C83,24,1.0.7,1.0.6,0,-3.686,-0.25,2.97,27,4359,0,-90,10240
833,10-30 11:05:45:195,"[KUMHO110087A91C14246B000100E500FCAF521F7E6A00AC]
",87A91C14,24,1.0.7,1.0.6,0,-3.096,-0.211,2.97,27,8062,0,-84,10049
834,10-30 11:05:45:276,"[KUMHO110087A91543246B000100E900FBB052BFF26A00A8]
",87A91543,24,1.0.7,1.0.6,0,-2.624,-0.25,2.98,27,49138,0,-88,10337
835,10-30 11:05:45:499,"[KUMHO110087A90C87246B000100E500FCB053393C6A00A9]
",87A90C87,24,1.0.7,1.0.6,0,-3.096,-0.211,2.98,28,14652,0,-87,10097
836,10-30 11:05:45:580,"[KUMHO110087A90C04246B000100F700FDB05233466A00A9]
",87A90C04,24,1.0.7,1.0.6,0,-0.972,-0.172,2.98,27,13126,0,-87,10129
837,10-30 11:05:46:090,"[KUMHO110087A92031246B000100E200FBAF5372E16A00AC]
",87A92031,24,1.0.7,1.0.6,0,-3.45,-0.25,2.97,28,29409,0,-84,10225
838,10-30 11:05:47:273,"[KUMHO110087A90D98246B0001010E00FD9F521BE96A00A3]
",87A90D98,24,1.0.7,1.0.6,0,1.742,-0.172,2.81,27,7145,0,-93,10113
839,10-30 11:05:48:678,"[KUMHO110087A90CCF246B000100E100FBAB51A7E76A00A9]
",87A90CCF,24,1.0.7,1.0.6,0,-3.568,-0.25,2.93,26,42983,0,-87,10081
840,10-30 11:05:50:292,"[KUMHO110087A91CB2246B0002011C0100B04F1E686A00A1]
",87A91CB2,24,1.0.7,1.0.6,0.1,3.394,-0.055,2.98,24,7784,0,-95,10208
841,10-30 11:05:50:596,"[KUMHO110087A90C9E246B000200E300FCB05308D96A00A1]
",87A90C9E,24,1.0.7,1.0.6,0.1,-3.332,-0.211,2.98,28,2265,0,-95,10272
842,10-30 11:05:50:755,"[KUMHO110087A90C9C246B000200E500FBB05349CA6A009E]
",87A90C9C,24,1.0.7,1.0.6,0.1,-3.096,-0.25,2.98,28,18890,0,-98,10064
843,10-30 11:05:52:561,"[KUMHO110087A90D9A246B0001010B00FBB0531F306A00AE]
",87A90D9A,24,1.0.7,1.0.6,0,1.388,-0.25,2.98,28,7984,0,-82,10017
